Location,Variable,Date,Actual,Day0,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9
KATL,MaxPoP,2016-08-17,19,54,58,56,58,46,58,34,39,58,58
KATL,MaxPoP,2016-08-18,48,54,51,64,72,58,58,58,58,58,58
KATL,MaxPoP,2016-08-19,90,51,52,58,62,55,58,58,58,58,51
KATL,MaxPoP,2016-08-20,58,58,42,58,32,58,59,58,58,58,58
KATL,MaxPoP,2016-08-21,38,45,48,76,72,42,78,66,58,58,45
KATL,MaxPoP,2016-08-22,15,7,7,15,8,10,53,9,47,40,57
KATL,MaxPoP,2016-08-23,2,15,42,47,20,24,5,10,17,16,24
KATL,MaxPoP,2016-08-24,58,53,38,43,44,58,38,22,24,24,35
KATL,MaxPoP,2016-08-25,7,7,6,5,5,15,44,13,4,41,32
KATL,MaxPoP,2016-08-26,24,38,16,10,6,5,4,51,14,5,53
KATL,MaxPoP,2016-08-27,15,9,15,7,6,5,5,5,46,7,10
KATL,MaxPoP,2016-08-28,15,34,33,21,14,24,8,15,15,58,9
KATL,MaxPoP,2016-08-29,15,20,19,52,6,5,23,13,24,24,11
KATL,MaxPoP,2016-08-30,15,5,5,8,15,15,6,24,6,5,31
KATL,MaxPoP,2016-08-31,2,7,5,6,6,11,21,43,58,14,18
KATL,MaxPoP,2016-09-01,33,60,21,24,6,9,5,11,40,58,36
KATL,MaxPoP,2016-09-02,59,49,52,24,12,15,54,16,15,20,53
KATL,MaxPoP,2016-09-03,33,6,6,24,7,24,23,58,20,22,15
KATL,MaxPoP,2016-09-04,2,5,7,8,12,4,7,4,58,12,13
KATL,MaxPoP,2016-09-05,0,8,7,8,8,9,5,4,5,58,7
KATL,MaxPoP,2016-09-06,0,1,5,6,5,8,14,4,6,10,14
KATL,MaxPoP,2016-09-07,0,3,1,4,2,3,4,10,8,16,24
KATL,MaxPoP,2016-09-08,0,3,2,0,2,6,6,7,20,45,31
KATL,MaxPoP,2016-09-09,0,3,3,3,1,2,10,15,30,58,8
KATL,MaxPoP,2016-09-10,3,15,2,2,2,1,4,11,4,30,31
KATL,MaxPoP,2016-09-11,15,21,24,30,36,50,37,58,8,13,45
KATL,MaxPoP,2016-09-12,47,50,60,58,54,48,38,58,58,14,33
KATL,MaxPoP,2016-09-13,17,24,37,46,55,44,15,58,34,43,53
KATL,MaxPoP,2016-09-14,8,15,24,36,21,9,8,6,10,49,15
KATL,MaxPoP,2016-09-15,0,7,19,20,15,17,8,15,19,21,51
KATL,MaxPoP,2016-09-16,2,6,5,41,58,41,20,3,34,58,34
KATL,MaxPoP,2016-09-17,15,8,7,7,56,62,56,58,9,58,58
KATL,MaxPoP,2016-09-18,67,69,58,38,15,32,72,69,58,58,52
KATL,MaxPoP,2016-09-19,15,15,11,24,10,12,58,34,58,58,58
KATL,MaxPoP,2016-09-20,7,8,8,7,2,3,58,39,58,58,58
KATL,MaxPoP,2016-09-21,6,7,15,35,6,7,3,11,24,37,58
KATL,MaxPoP,2016-09-22,4,13,6,21,55,46,11,7,9,24,48
KATL,MaxPoP,2016-09-23,0,3,4,8,10,30,11,14,13,45,36
KATL,MaxPoP,2016-09-24,0,7,6,6,7,8,15,24,10,23,38
KATL,MaxPoP,2016-09-25,4,6,11,35,4,5,5,14,58,18,53
KATL,MaxPoP,2016-09-26,15,40,62,30,35,33,13,7,46,58,24
KATL,MaxPoP,2016-09-27,58,47,58,21,48,24,40,12,10,31,45
KATL,MaxPoP,2016-09-28,15,19,8,34,0,0,23,58,22,2,8
KATL,MaxPoP,2016-09-29,4,4,4,3,24,1,4,5,58,38,16
KATL,MaxPoP,2016-09-30,0,6,6,7,5,5,2,3,3,39,49
KATL,MaxPoP,2016-10-01,0,5,4,5,6,6,3,4,23,3,20
KATL,MaxPoP,2016-10-02,3,5,4,4,3,4,5,5,4,12,5
KATL,MaxPoP,2016-10-03,0,5,5,4,3,7,3,3,4,4,34
KATL,MaxPoP,2016-10-04,4,7,18,6,1,2,8,7,6,5,13
KATL,MaxPoP,2016-10-05,1,5,10,5,2,2,7,6,6,7,7
KATL,MaxPoP,2016-10-06,1,8,7,7,7,36,7,7,5,14,7
