dest_ip,dest_port,highest_layer,length,timestamp
10.0.2.2,55595,SSH,90,1521397358.633575
10.0.2.15,22,SSH,90,1521397358.66524
10.0.2.2,55595,SSH,90,1521397358.665402
10.0.2.15,22,SSH,90,1521397358.80928
10.0.2.2,55595,SSH,90,1521397358.809446
10.0.2.15,22,SSH,90,1521397358.958312
10.0.2.2,55595,SSH,90,1521397358.958489
10.0.2.15,22,SSH,90,1521397359.06543
10.0.2.2,55595,SSH,90,1521397359.065609
10.0.2.15,22,SSH,90,1521397359.337305
10.0.2.2,55595,SSH,90,1521397359.337485
10.0.2.15,22,SSH,90,1521397359.545317
10.0.2.2,55595,SSH,90,1521397359.545505
10.0.2.15,22,SSH,90,1521397359.673346
10.0.2.2,55595,SSH,90,1521397359.673529
10.0.2.15,22,SSH,90,1521397359.785409
10.0.2.2,55595,SSH,90,1521397359.785738
10.0.2.15,22,SSH,90,1521397359.913571
10.0.2.2,55595,SSH,90,1521397359.913767
10.0.2.15,22,SSH,90,1521397360.249361
10.0.2.2,55595,SSH,90,1521397360.249539
10.0.2.15,22,SSH,90,1521397360.569336
10.0.2.2,55595,SSH,90,1521397360.569519
10.0.2.15,22,SSH,90,1521397360.686422
10.0.2.2,55595,SSH,90,1521397360.686602
10.0.2.15,22,SSH,90,1521397360.873427
10.0.2.2,55595,SSH,98,1521397360.891845
10.0.2.15,22,SSH,90,1521397363.464745
10.0.2.2,55595,SSH,90,1521397363.464935
10.0.2.15,22,SSH,90,1521397363.592693
10.0.2.2,55595,SSH,90,1521397363.59286
10.0.2.15,22,SSH,90,1521397363.73675
10.0.2.2,55595,SSH,90,1521397363.736948
10.0.2.15,22,SSH,90,1521397363.896612
10.0.2.2,55595,SSH,90,1521397363.896797
10.0.2.15,22,SSH,90,1521397364.024705
10.0.2.2,55595,SSH,90,1521397364.024874
10.0.2.15,22,SSH,90,1521397364.233275
10.0.2.2,55595,SSH,90,1521397364.233451
10.0.2.15,22,SSH,90,1521397364.32972
10.0.2.2,55595,SSH,90,1521397364.329959
10.0.2.15,22,SSH,90,1521397364.569385
10.0.2.2,55595,SSH,90,1521397364.569557
10.0.2.15,22,SSH,90,1521397364.77718
10.0.2.2,55595,SSH,90,1521397364.777383
10.0.2.15,22,SSH,90,1521397364.985382
10.0.2.2,55595,SSH,90,1521397364.985559
10.0.2.15,22,SSH,90,1521397365.193297
10.0.2.2,55595,SSH,90,1521397365.193518
10.0.2.15,22,SSH,90,1521397365.433437
10.0.2.2,55595,SSH,90,1521397365.433633
10.0.2.15,22,SSH,90,1521397365.481357
10.0.2.2,55595,SSH,90,1521397365.481568
10.0.2.15,22,SSH,90,1521397365.849304
10.0.2.2,55595,SSH,90,1521397365.849484
10.0.2.15,22,SSH,90,1521397366.057415
10.0.2.2,55595,SSH,90,1521397366.057639
10.0.2.15,22,SSH,90,1521397366.185315
10.0.2.2,55595,SSH,90,1521397366.185485
10.0.2.15,22,SSH,90,1521397366.297166
10.0.2.2,55595,SSH,90,1521397366.297328
10.0.2.15,22,SSH,90,1521397366.393348
10.0.2.2,55595,SSH,90,1521397366.393526
10.0.2.15,22,SSH,90,1521397366.713536
10.0.2.2,55595,SSH,90,1521397366.715912
10.0.2.2,55595,SSH,90,1521397368.682219
10.0.2.15,22,SSH,90,1521397368.682587
10.0.2.2,55595,SSH,90,1521397368.682779
10.0.2.2,55595,SSH,90,1521397368.682969
10.0.2.15,22,SSH,90,1521397368.68324
10.0.2.2,55595,SSH,90,1521397368.87345
10.0.2.2,55595,SSH,138,1521397368.873736
10.0.2.15,22,SSH,626,1521397368.886025
10.0.2.2,55595,SSH,114,1521397369.344063
10.0.2.2,55595,SSH,90,1521397369.579167
10.0.2.15,22,SSH,126,1521397369.579467
10.0.2.2,55595,SSH,126,1521397369.57997
